sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac,src_file
2b4996df-442,6,16,3,3,1,user,user_msg,0.0022378922761109765,0.038044168693886604,17,234,0.038044168480979065,stress_baseline_1x10_task10_1st
2b4996df-442,6,16,4,2,1,assistant,asst_gen,0.003085188730882665,0.10489641685001061,34,234,0.10489641626297616,stress_baseline_1x10_task10_1st
2b4996df-442,6,16,5,1,0,user,user_msg,0.0018936586798527397,0.05112878435602397,27,234,0.051128784069890666,stress_baseline_1x10_task10_1st
2b4996df-442,6,16,6,0,0,assistant,asst_gen,0.006538540652877228,0.3988509798255109,61,234,0.3988509775934111,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,0,8,4,assistant,asst_greeting,0.009317237040603586,0.08385513336543227,9,281,0.08385513487026333,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,1,7,3,user,user_msg,0.0023896692463949874,0.11948346231974938,50,281,0.11948346446395235,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,2,6,3,assistant,asst_gen,0.00334942027953073,0.12057913006310628,36,281,0.12057913222697166,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,3,5,2,user,user_msg,0.0018451382461802603,0.031367350185064424,17,281,0.031367350747970486,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,4,4,2,assistant,asst_gen,0.0024939568400086766,0.08479453256029501,34,281,0.08479453408198416,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,5,3,1,user,user_msg,0.0018441926883278265,0.049793202584851315,27,281,0.049793203478420436,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,6,2,1,assistant,asst_gen,0.0018236784348823303,0.11124438452782215,61,281,0.11124438652416987,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,7,1,0,user,user_msg,0.0014396407424101198,0.014396407424101199,10,281,0.014396407682453432,stress_baseline_1x10_task10_1st
2b4996df-442,8,16,8,0,0,assistant,asst_gen,0.010391523757377669,0.3844863790229738,37,281,0.3844863859228143,stress_baseline_1x10_task10_1st
