score_mode,target_assistant_turn,source_assistant_turn,fine_role,samples,token_count_sum,candidate_tokens_sum,kept_tokens_sum,heavy_kept_tokens_sum,weighted_kept_fraction,weighted_heavy_kept_fraction,reactivated_as_heavy_rate
role_decay,3,1,asst_greeting,40.0,440.0,118.0,440.0,118.0,1.0,1.0,0.45
role_decay,3,1,user_msg,40.0,2020.0,311.0,2020.0,311.0,1.0,1.0,0.4
role_decay,4,1,asst_greeting,40.0,440.0,280.0,440.0,280.0,1.0,1.0,0.55
role_decay,4,1,user_msg,40.0,2020.0,1813.0,1432.0,1225.0,0.7089108910891089,0.6756756756756757,0.6
role_decay,4,2,asst_gen,40.0,1678.0,574.0,1644.0,540.0,0.9797377830750894,0.9407665505226481,0.525
role_decay,4,2,user_msg,40.0,760.0,5.0,760.0,5.0,1.0,1.0,0.025
role_decay,5,1,asst_greeting,38.0,418.0,266.0,418.0,266.0,1.0,1.0,0.0
role_decay,5,1,user_msg,38.0,1902.0,1902.0,747.0,747.0,0.39274447949526814,0.39274447949526814,0.02631578947368421
role_decay,5,2,asst_gen,38.0,1576.0,1567.0,45.0,36.0,0.028553299492385786,0.02297383535417996,0.07894736842105263
role_decay,5,2,user_msg,38.0,724.0,659.0,455.0,390.0,0.6284530386740331,0.5918057663125948,0.7631578947368421
role_decay,5,3,asst_gen,34.0,1644.0,925.0,1269.0,550.0,0.7718978102189781,0.5945945945945946,0.6764705882352942
role_decay,5,3,asst_tool_call,4.0,216.0,35.0,216.0,35.0,1.0,1.0,1.0
role_decay,5,3,user_msg,38.0,750.0,148.0,614.0,12.0,0.8186666666666667,0.08108108108108109,0.02631578947368421
role_decay,6,1,asst_greeting,38.0,418.0,266.0,411.0,259.0,0.9832535885167464,0.9736842105263158,0.0
role_decay,6,1,user_msg,38.0,1902.0,1902.0,38.0,38.0,0.019978969505783387,0.019978969505783387,0.0
role_decay,6,2,asst_gen,38.0,1576.0,1576.0,0.0,0.0,0.0,0.0,0.0
role_decay,6,2,user_msg,38.0,724.0,724.0,85.0,85.0,0.11740331491712708,0.11740331491712708,0.0
role_decay,6,3,asst_gen,34.0,1644.0,1644.0,0.0,0.0,0.0,0.0,0.0
role_decay,6,3,asst_tool_call,4.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0
role_decay,6,3,user_msg,38.0,750.0,750.0,196.0,196.0,0.2613333333333333,0.2613333333333333,0.21052631578947367
role_decay,6,4,asst_gen,20.0,2282.0,2000.0,621.0,339.0,0.2721297107800175,0.1695,0.5
role_decay,6,4,asst_tool_call,18.0,924.0,877.0,878.0,831.0,0.9502164502164502,0.9475484606613455,0.9444444444444444
role_decay,6,4,user_msg,38.0,1057.0,871.0,193.0,7.0,0.1825922421948912,0.008036739380022962,0.02631578947368421
role_decay,7,1,asst_greeting,31.0,341.0,217.0,341.0,217.0,1.0,1.0,0.03225806451612903
role_decay,7,1,user_msg,31.0,1619.0,1619.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,2,asst_gen,31.0,1322.0,1322.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,2,user_msg,31.0,608.0,608.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,3,asst_gen,27.0,1319.0,1319.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,3,asst_tool_call,4.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,3,user_msg,31.0,649.0,649.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,4,asst_gen,20.0,2282.0,2282.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,4,asst_tool_call,11.0,535.0,535.0,39.0,39.0,0.07289719626168224,0.07289719626168224,0.0
role_decay,7,4,user_msg,31.0,899.0,899.0,48.0,48.0,0.05339265850945495,0.05339265850945495,0.06451612903225806
role_decay,7,5,asst_gen,26.0,3879.0,3820.0,484.0,425.0,0.12477442639855633,0.11125654450261781,0.11538461538461539
role_decay,7,5,asst_tool_call,5.0,429.0,394.0,222.0,187.0,0.5174825174825175,0.4746192893401015,0.6
role_decay,7,5,user_msg,31.0,1358.0,1204.0,154.0,0.0,0.1134020618556701,0.0,0.0
role_decay,8,1,asst_greeting,17.0,187.0,119.0,187.0,119.0,1.0,1.0,0.0
role_decay,8,1,user_msg,17.0,1004.0,1004.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,2,asst_gen,17.0,776.0,776.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,2,user_msg,17.0,346.0,346.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,3,asst_gen,15.0,708.0,708.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,3,asst_tool_call,2.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,3,user_msg,17.0,382.0,382.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,4,asst_gen,12.0,1067.0,1067.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,4,asst_tool_call,5.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,4,user_msg,17.0,621.0,621.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,5,asst_gen,14.0,1699.0,1699.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,5,asst_tool_call,3.0,129.0,129.0,34.0,34.0,0.26356589147286824,0.26356589147286824,0.0
role_decay,8,5,user_msg,17.0,652.0,652.0,45.0,45.0,0.06901840490797546,0.06901840490797546,0.17647058823529413
role_decay,8,6,asst_gen,15.0,2254.0,2193.0,302.0,241.0,0.13398402839396628,0.10989512083903329,0.26666666666666666
role_decay,8,6,asst_tool_call,2.0,135.0,135.0,91.0,91.0,0.674074074074074,0.674074074074074,0.5
role_decay,8,6,user_msg,17.0,756.0,638.0,122.0,4.0,0.16137566137566137,0.006269592476489028,0.058823529411764705
role_decay,9,1,asst_greeting,10.0,110.0,70.0,110.0,70.0,1.0,1.0,0.0
role_decay,9,1,user_msg,10.0,653.0,653.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,2,asst_gen,10.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,2,user_msg,10.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,3,asst_gen,10.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,3,user_msg,10.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,4,asst_gen,8.0,838.0,838.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,4,asst_tool_call,2.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,4,user_msg,10.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,5,asst_gen,7.0,701.0,701.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,5,asst_tool_call,3.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,5,user_msg,10.0,413.0,413.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,6,asst_gen,8.0,1023.0,1023.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,6,asst_tool_call,2.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,6,user_msg,10.0,399.0,399.0,7.0,7.0,0.017543859649122806,0.017543859649122806,0.1
role_decay,9,7,asst_gen,8.0,1284.0,1239.0,357.0,312.0,0.2780373831775701,0.25181598062953997,0.5
role_decay,9,7,asst_tool_call,2.0,165.0,155.0,119.0,109.0,0.7212121212121212,0.7032258064516129,0.5
role_decay,9,7,user_msg,10.0,440.0,309.0,140.0,9.0,0.3181818181818182,0.02912621359223301,0.1
role_decay,10,1,asst_greeting,10.0,110.0,70.0,110.0,70.0,1.0,1.0,0.0
role_decay,10,1,user_msg,10.0,653.0,653.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,2,asst_gen,10.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,2,user_msg,10.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,3,asst_gen,10.0,485.0,485.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,3,user_msg,10.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,4,asst_gen,8.0,838.0,838.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,4,asst_tool_call,2.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,4,user_msg,10.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,5,asst_gen,7.0,701.0,701.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,5,asst_tool_call,3.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,5,user_msg,10.0,413.0,413.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,6,asst_gen,8.0,1023.0,1023.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,6,asst_tool_call,2.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,6,user_msg,10.0,399.0,399.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,7,asst_gen,8.0,1284.0,1284.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,7,asst_tool_call,2.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,7,user_msg,10.0,440.0,440.0,15.0,15.0,0.03409090909090909,0.03409090909090909,0.0
role_decay,10,8,asst_gen,8.0,908.0,904.0,307.0,303.0,0.3381057268722467,0.33517699115044247,0.5
role_decay,10,8,asst_tool_call,2.0,141.0,141.0,70.0,70.0,0.49645390070921985,0.49645390070921985,0.5
role_decay,10,8,user_msg,10.0,345.0,240.0,106.0,1.0,0.3072463768115942,0.004166666666666667,0.1
role_decay,11,1,asst_greeting,8.0,88.0,56.0,88.0,56.0,1.0,1.0,0.0
role_decay,11,1,user_msg,8.0,531.0,531.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,2,asst_gen,8.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,2,user_msg,8.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,3,asst_gen,8.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,3,user_msg,8.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,4,asst_gen,6.0,741.0,741.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,4,asst_tool_call,2.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,4,user_msg,8.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,5,asst_gen,5.0,541.0,541.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,5,asst_tool_call,3.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,5,user_msg,8.0,331.0,331.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,6,asst_gen,6.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,6,asst_tool_call,2.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,6,user_msg,8.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,7,asst_gen,6.0,781.0,781.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,7,asst_tool_call,2.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,7,user_msg,8.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,8,asst_gen,6.0,645.0,645.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,8,asst_tool_call,2.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,8,user_msg,8.0,271.0,271.0,14.0,14.0,0.05166051660516605,0.05166051660516605,0.0
role_decay,11,9,asst_gen,6.0,623.0,608.0,228.0,213.0,0.36597110754414125,0.3503289473684211,0.3333333333333333
role_decay,11,9,asst_tool_call,2.0,134.0,129.0,69.0,64.0,0.5149253731343284,0.49612403100775193,0.5
role_decay,11,9,user_msg,8.0,362.0,290.0,72.0,0.0,0.19889502762430938,0.0,0.0
role_decay,12,1,asst_greeting,8.0,88.0,56.0,88.0,56.0,1.0,1.0,0.0
role_decay,12,1,user_msg,8.0,531.0,531.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,2,asst_gen,8.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,2,user_msg,8.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,3,asst_gen,8.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,3,user_msg,8.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,4,asst_gen,6.0,741.0,741.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,4,asst_tool_call,2.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,4,user_msg,8.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,5,asst_gen,5.0,541.0,541.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,5,asst_tool_call,3.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,5,user_msg,8.0,331.0,331.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,6,asst_gen,6.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,6,asst_tool_call,2.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,6,user_msg,8.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,7,asst_gen,6.0,781.0,781.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,7,asst_tool_call,2.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,7,user_msg,8.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,8,asst_gen,6.0,645.0,645.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,8,asst_tool_call,2.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,8,user_msg,8.0,271.0,271.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,9,asst_gen,6.0,623.0,623.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,9,asst_tool_call,2.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,9,user_msg,8.0,362.0,362.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,10,asst_gen,6.0,818.0,808.0,124.0,114.0,0.15158924205378974,0.14108910891089108,0.3333333333333333
role_decay,12,10,asst_tool_call,2.0,196.0,195.0,112.0,111.0,0.5714285714285714,0.5692307692307692,0.5
role_decay,12,10,user_msg,8.0,324.0,246.0,78.0,0.0,0.24074074074074073,0.0,0.0
role_decay,13,1,asst_greeting,6.0,66.0,42.0,66.0,42.0,1.0,1.0,0.0
role_decay,13,1,user_msg,6.0,407.0,407.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,2,asst_gen,6.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,2,user_msg,6.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,3,asst_gen,6.0,304.0,304.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,3,user_msg,6.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,4,asst_gen,5.0,691.0,691.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,4,asst_tool_call,1.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,4,user_msg,6.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,5,asst_gen,4.0,476.0,476.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,5,asst_tool_call,2.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,5,user_msg,6.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,6,asst_gen,5.0,687.0,687.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,6,asst_tool_call,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,6,user_msg,6.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,7,asst_gen,5.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,7,asst_tool_call,1.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,7,user_msg,6.0,233.0,233.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,8,asst_gen,5.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,8,asst_tool_call,1.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,8,user_msg,6.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,9,asst_gen,5.0,536.0,536.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,9,asst_tool_call,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,9,user_msg,6.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,10,asst_gen,5.0,718.0,718.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,10,asst_tool_call,1.0,54.0,54.0,54.0,54.0,1.0,1.0,0.0
role_decay,13,10,user_msg,6.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,11,asst_gen,6.0,1187.0,1187.0,117.0,117.0,0.09856781802864364,0.09856781802864364,0.3333333333333333
role_decay,13,11,user_msg,6.0,345.0,297.0,48.0,0.0,0.1391304347826087,0.0,0.0
role_decay,14,1,asst_greeting,6.0,66.0,42.0,66.0,42.0,1.0,1.0,0.0
role_decay,14,1,user_msg,6.0,407.0,407.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,2,asst_gen,6.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,2,user_msg,6.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,3,asst_gen,6.0,304.0,304.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,3,user_msg,6.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,4,asst_gen,5.0,691.0,691.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,4,asst_tool_call,1.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,4,user_msg,6.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,5,asst_gen,4.0,476.0,476.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,5,asst_tool_call,2.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,5,user_msg,6.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,6,asst_gen,5.0,687.0,687.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,6,asst_tool_call,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,6,user_msg,6.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,7,asst_gen,5.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,7,asst_tool_call,1.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,7,user_msg,6.0,233.0,233.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,8,asst_gen,5.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,8,asst_tool_call,1.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,8,user_msg,6.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,9,asst_gen,5.0,536.0,536.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,9,asst_tool_call,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,9,user_msg,6.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,10,asst_gen,5.0,718.0,718.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,10,asst_tool_call,1.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,10,user_msg,6.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,11,asst_gen,6.0,1187.0,1187.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,11,user_msg,6.0,345.0,345.0,7.0,7.0,0.020289855072463767,0.020289855072463767,0.16666666666666666
role_decay,14,12,asst_gen,5.0,826.0,826.0,114.0,114.0,0.13801452784503632,0.13801452784503632,0.4
role_decay,14,12,asst_tool_call,1.0,83.0,50.0,83.0,50.0,1.0,1.0,1.0
role_decay,14,12,user_msg,6.0,332.0,269.0,63.0,0.0,0.1897590361445783,0.0,0.0
role_decay,15,1,asst_greeting,5.0,55.0,35.0,55.0,35.0,1.0,1.0,0.0
role_decay,15,1,user_msg,5.0,335.0,335.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,2,asst_gen,5.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,2,user_msg,5.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,3,asst_gen,5.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,3,user_msg,5.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,4,asst_gen,5.0,691.0,691.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,4,user_msg,5.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,5,asst_gen,4.0,476.0,476.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,5,asst_tool_call,1.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,5,user_msg,5.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,6,asst_gen,4.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,6,asst_tool_call,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,6,user_msg,5.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,7,asst_gen,5.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,7,user_msg,5.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,8,asst_gen,5.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,8,user_msg,5.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,9,asst_gen,4.0,271.0,271.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,9,asst_tool_call,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,9,user_msg,5.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,10,asst_gen,4.0,453.0,453.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,10,asst_tool_call,1.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,10,user_msg,5.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,11,asst_gen,5.0,922.0,922.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,11,user_msg,5.0,286.0,286.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,12,asst_gen,4.0,561.0,561.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,12,asst_tool_call,1.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,12,user_msg,5.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,13,asst_gen,4.0,534.0,534.0,114.0,114.0,0.21348314606741572,0.21348314606741572,0.5
role_decay,15,13,asst_tool_call,1.0,32.0,32.0,32.0,32.0,1.0,1.0,1.0
role_decay,15,13,user_msg,5.0,231.0,201.0,30.0,0.0,0.12987012987012986,0.0,0.0
role_decay,16,1,asst_greeting,4.0,44.0,28.0,44.0,28.0,1.0,1.0,0.0
role_decay,16,1,user_msg,4.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,2,asst_gen,4.0,231.0,231.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,2,user_msg,4.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,3,asst_gen,4.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,3,user_msg,4.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,4,asst_gen,4.0,426.0,426.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,4,user_msg,4.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,5,asst_gen,3.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,5,asst_tool_call,1.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,5,user_msg,4.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,6,asst_gen,3.0,347.0,347.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,6,asst_tool_call,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,6,user_msg,4.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,7,asst_gen,4.0,675.0,675.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,7,user_msg,4.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,8,asst_gen,4.0,517.0,517.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,8,user_msg,4.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,9,asst_gen,3.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,9,asst_tool_call,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,9,user_msg,4.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,10,asst_gen,3.0,412.0,412.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,10,asst_tool_call,1.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,10,user_msg,4.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,11,asst_gen,4.0,657.0,657.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,11,user_msg,4.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,12,asst_gen,3.0,403.0,403.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,12,asst_tool_call,1.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,12,user_msg,4.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,13,asst_gen,3.0,302.0,302.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,13,asst_tool_call,1.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,13,user_msg,4.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,14,asst_gen,4.0,533.0,533.0,114.0,114.0,0.21388367729831145,0.21388367729831145,0.5
role_decay,16,14,user_msg,4.0,169.0,125.0,44.0,0.0,0.2603550295857988,0.0,0.0
role_decay,17,1,asst_greeting,2.0,22.0,14.0,22.0,14.0,1.0,1.0,0.0
role_decay,17,1,user_msg,2.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,2,asst_gen,2.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,2,user_msg,2.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,3,asst_gen,2.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,3,user_msg,2.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,4,asst_gen,2.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,4,user_msg,2.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,5,asst_gen,2.0,278.0,278.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,5,user_msg,2.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,6,asst_gen,2.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,6,user_msg,2.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,7,asst_gen,2.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0
