score_mode,target_assistant_turn,source_assistant_turn,samples,token_count_sum,candidate_tokens_sum,kept_tokens_sum,heavy_kept_tokens_sum,weighted_kept_fraction,weighted_heavy_kept_fraction,reactivated_as_heavy_rate
role_decay,3,1,80.0,2460.0,429.0,2460.0,429.0,1.0,1.0,0.425
role_decay,4,1,80.0,2460.0,2093.0,1872.0,1505.0,0.7609756097560976,0.7190635451505016,0.575
role_decay,4,2,80.0,2438.0,579.0,2404.0,545.0,0.9860541427399507,0.9412780656303973,0.275
role_decay,5,1,76.0,2320.0,2168.0,1165.0,1013.0,0.5021551724137931,0.4672509225092251,0.013157894736842105
role_decay,5,2,76.0,2300.0,2226.0,500.0,426.0,0.21739130434782608,0.19137466307277629,0.42105263157894735
role_decay,5,3,76.0,2610.0,1108.0,2099.0,597.0,0.8042145593869732,0.5388086642599278,0.3684210526315789
role_decay,6,1,76.0,2320.0,2168.0,449.0,297.0,0.1935344827586207,0.13699261992619927,0.0
role_decay,6,2,76.0,2300.0,2300.0,85.0,85.0,0.03695652173913044,0.03695652173913044,0.0
role_decay,6,3,76.0,2610.0,2610.0,196.0,196.0,0.07509578544061303,0.07509578544061303,0.10526315789473684
role_decay,6,4,76.0,4263.0,3748.0,1692.0,1177.0,0.3969035890218156,0.314034151547492,0.3684210526315789
role_decay,7,1,62.0,1960.0,1836.0,341.0,217.0,0.1739795918367347,0.11819172113289761,0.016129032258064516
role_decay,7,2,62.0,1930.0,1930.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,3,62.0,2184.0,2184.0,0.0,0.0,0.0,0.0,0.0
role_decay,7,4,62.0,3716.0,3716.0,87.0,87.0,0.02341227125941873,0.02341227125941873,0.03225806451612903
role_decay,7,5,62.0,5666.0,5418.0,860.0,612.0,0.15178256265442994,0.11295681063122924,0.0967741935483871
role_decay,8,1,34.0,1191.0,1123.0,187.0,119.0,0.1570109151973132,0.10596616206589493,0.0
role_decay,8,2,34.0,1122.0,1122.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,3,34.0,1198.0,1198.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,4,34.0,1908.0,1908.0,0.0,0.0,0.0,0.0,0.0
role_decay,8,5,34.0,2480.0,2480.0,79.0,79.0,0.03185483870967742,0.03185483870967742,0.08823529411764706
role_decay,8,6,34.0,3145.0,2966.0,515.0,336.0,0.16375198728139906,0.11328388401888065,0.17647058823529413
role_decay,9,1,20.0,763.0,723.0,110.0,70.0,0.14416775884665792,0.09681881051175657,0.0
role_decay,9,2,20.0,740.0,740.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,3,20.0,707.0,707.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,4,20.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,5,20.0,1243.0,1243.0,0.0,0.0,0.0,0.0,0.0
role_decay,9,6,20.0,1557.0,1557.0,7.0,7.0,0.00449582530507386,0.00449582530507386,0.05
role_decay,9,7,20.0,1889.0,1703.0,616.0,430.0,0.3260984647961885,0.2524955960070464,0.3
role_decay,10,1,20.0,763.0,723.0,110.0,70.0,0.14416775884665792,0.09681881051175657,0.0
role_decay,10,2,20.0,740.0,740.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,3,20.0,707.0,707.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,4,20.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,5,20.0,1243.0,1243.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,6,20.0,1557.0,1557.0,0.0,0.0,0.0,0.0,0.0
role_decay,10,7,20.0,1889.0,1889.0,15.0,15.0,0.007940709370037057,0.007940709370037057,0.0
role_decay,10,8,20.0,1394.0,1285.0,483.0,374.0,0.3464849354375897,0.29105058365758757,0.3
role_decay,11,1,16.0,619.0,587.0,88.0,56.0,0.1421647819063005,0.09540034071550256,0.0
role_decay,11,2,16.0,638.0,638.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,3,16.0,574.0,574.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,4,16.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,5,16.0,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,6,16.0,1168.0,1168.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,7,16.0,1279.0,1279.0,0.0,0.0,0.0,0.0,0.0
role_decay,11,8,16.0,1057.0,1057.0,14.0,14.0,0.013245033112582781,0.013245033112582781,0.0
role_decay,11,9,16.0,1119.0,1027.0,369.0,277.0,0.3297587131367292,0.2697176241480039,0.1875
role_decay,12,1,16.0,619.0,587.0,88.0,56.0,0.1421647819063005,0.09540034071550256,0.0
role_decay,12,2,16.0,638.0,638.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,3,16.0,574.0,574.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,4,16.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,5,16.0,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,6,16.0,1168.0,1168.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,7,16.0,1279.0,1279.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,8,16.0,1057.0,1057.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,9,16.0,1119.0,1119.0,0.0,0.0,0.0,0.0,0.0
role_decay,12,10,16.0,1338.0,1249.0,314.0,225.0,0.23467862481315396,0.1801441152922338,0.1875
role_decay,13,1,12.0,473.0,449.0,66.0,42.0,0.13953488372093023,0.0935412026726058,0.0
role_decay,13,2,12.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,3,12.0,445.0,445.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,4,12.0,925.0,925.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,5,12.0,780.0,780.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,6,12.0,946.0,946.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,7,12.0,1060.0,1060.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,8,12.0,819.0,819.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,9,12.0,814.0,814.0,0.0,0.0,0.0,0.0,0.0
role_decay,13,10,12.0,1045.0,1045.0,54.0,54.0,0.05167464114832536,0.05167464114832536,0.0
role_decay,13,11,12.0,1532.0,1484.0,165.0,117.0,0.1077023498694517,0.07884097035040431,0.16666666666666666
role_decay,14,1,12.0,473.0,449.0,66.0,42.0,0.13953488372093023,0.0935412026726058,0.0
role_decay,14,2,12.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,3,12.0,445.0,445.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,4,12.0,925.0,925.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,5,12.0,780.0,780.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,6,12.0,946.0,946.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,7,12.0,1060.0,1060.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,8,12.0,819.0,819.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,9,12.0,814.0,814.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,10,12.0,1045.0,1045.0,0.0,0.0,0.0,0.0,0.0
role_decay,14,11,12.0,1532.0,1532.0,7.0,7.0,0.0045691906005221935,0.0045691906005221935,0.08333333333333333
role_decay,14,12,12.0,1241.0,1145.0,260.0,164.0,0.20950846091861403,0.14323144104803492,0.25
role_decay,15,1,10.0,390.0,370.0,55.0,35.0,0.14102564102564102,0.0945945945945946,0.0
role_decay,15,2,10.0,444.0,444.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,3,10.0,378.0,378.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,4,10.0,862.0,862.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,5,10.0,696.0,696.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,6,10.0,621.0,621.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,7,10.0,921.0,921.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,8,10.0,736.0,736.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,9,10.0,503.0,503.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,10,10.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,11,10.0,1208.0,1208.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,12,10.0,896.0,896.0,0.0,0.0,0.0,0.0,0.0
role_decay,15,13,10.0,797.0,767.0,176.0,146.0,0.22082810539523212,0.19035202086049544,0.3
role_decay,16,1,8.0,314.0,298.0,44.0,28.0,0.14012738853503184,0.09395973154362416,0.0
role_decay,16,2,8.0,335.0,335.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,3,8.0,303.0,303.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,4,8.0,547.0,547.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,5,8.0,465.0,465.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,6,8.0,530.0,530.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,7,8.0,845.0,845.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,8,8.0,641.0,641.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,9,8.0,435.0,435.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,10,8.0,620.0,620.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,11,8.0,861.0,861.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,12,8.0,662.0,662.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,13,8.0,486.0,486.0,0.0,0.0,0.0,0.0,0.0
role_decay,16,14,8.0,702.0,658.0,158.0,114.0,0.22507122507122507,0.17325227963525835,0.25
role_decay,17,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,17,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,17,15,4.0,198.0,169.0,143.0,114.0,0.7222222222222222,0.6745562130177515,0.5
role_decay,18,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,18,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,18,16,4.0,213.0,169.0,158.0,114.0,0.7417840375586855,0.6745562130177515,0.5
role_decay,19,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,19,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,19,17,4.0,198.0,168.0,144.0,114.0,0.7272727272727273,0.6785714285714286,0.5
role_decay,20,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,20,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,20,18,4.0,212.0,168.0,158.0,114.0,0.7452830188679245,0.6785714285714286,0.5
role_decay,21,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,21,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,21,19,4.0,198.0,169.0,143.0,114.0,0.7222222222222222,0.6745562130177515,0.5
role_decay,22,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,22,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,22,20,4.0,213.0,169.0,158.0,114.0,0.7417840375586855,0.6745562130177515,0.5
role_decay,23,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,23,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,20,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,23,21,4.0,198.0,168.0,144.0,114.0,0.7272727272727273,0.6785714285714286,0.5
role_decay,24,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,24,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,20,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,21,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,24,22,4.0,212.0,168.0,158.0,114.0,0.7452830188679245,0.6785714285714286,0.5
role_decay,25,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,25,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,20,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,21,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,22,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,25,23,4.0,198.0,169.0,143.0,114.0,0.7222222222222222,0.6745562130177515,0.5
role_decay,26,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,26,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,20,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,21,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,22,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,23,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,26,24,4.0,213.0,169.0,158.0,114.0,0.7417840375586855,0.6745562130177515,0.5
role_decay,27,1,4.0,152.0,144.0,22.0,14.0,0.14473684210526316,0.09722222222222222,0.0
role_decay,27,2,4.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,3,4.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,4,4.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,5,4.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,6,4.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,7,4.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,8,4.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,9,4.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,10,4.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,11,4.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,12,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,13,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,14,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,15,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,16,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,17,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,18,4.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,19,4.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0
role_decay,27,20,4.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0
