sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac
ea871dd1-e45,22,24,1,21,10,user,user_msg,0.0015594861588310558,0.054582015559086955,35,1537,0.05458413788037409
ea871dd1-e45,22,24,2,20,10,assistant,asst_gen,0.0023837798471320623,0.07866473495535806,33,1537,0.0786677936888957
ea871dd1-e45,22,24,3,19,9,user,user_msg,0.00024345238044689823,0.004382142848044168,18,1537,0.0043823132396091265
ea871dd1-e45,22,24,4,18,9,assistant,asst_gen,0.0006536872470394705,0.026801177128618292,41,1537,0.0268022192430979
ea871dd1-e45,22,24,5,17,8,user,user_msg,0.0001489914416500445,0.001489914416500445,10,1537,0.0014899723490822627
ea871dd1-e45,22,24,6,16,8,assistant,asst_gen,0.0003427830942269572,0.018853070182482647,55,1537,0.018853803249441907
ea871dd1-e45,22,24,7,15,7,user,user_msg,8.135857824546626e-05,0.003172984551573184,39,1537,0.003173107927241682
ea871dd1-e45,22,24,8,14,7,assistant,asst_gen,0.0006156133318696913,0.026471373270396725,43,1537,0.026472402561059885
ea871dd1-e45,22,24,9,13,6,user,user_msg,0.00016386573239302038,0.007865555154864978,48,1537,0.007865860992510755
ea871dd1-e45,22,24,10,12,6,assistant,asst_gen,0.0004933046458643847,0.03601123914810008,73,1537,0.03601263937890206
ea871dd1-e45,22,24,11,11,5,user,user_msg,0.00016122497842624634,0.004353074417508651,27,1537,0.00435324367880115
ea871dd1-e45,22,24,12,10,5,assistant,asst_tool_call,0.0007301420558744025,0.03796738690546893,52,1537,0.037968863197478685
ea871dd1-e45,22,24,13,9,4,user,user_msg,0.0002007582179178118,0.004215922576274048,21,1537,0.004216086504669453
ea871dd1-e45,22,24,14,8,4,assistant,asst_tool_call,0.0005526485506632323,0.018237402171886668,33,1537,0.018238111299727678
ea871dd1-e45,22,24,15,7,3,user,user_msg,0.00027618564652382495,0.0033142277582858997,12,1537,0.0033143566259367144
ea871dd1-e45,22,24,16,6,3,assistant,asst_gen,0.00029702372451985204,0.04603867730057706,155,1537,0.046040467429869024
ea871dd1-e45,22,24,17,5,2,user,user_msg,0.00018513760462821882,0.011293393882321348,61,1537,0.01129383300517152
ea871dd1-e45,22,24,18,4,2,assistant,asst_gen,0.0002680396316695191,0.07103050239242256,265,1537,0.07103326428286796
ea871dd1-e45,22,24,19,3,1,user,user_msg,0.00016023528599316112,0.016343999171302435,102,1537,0.016344634677650138
ea871dd1-e45,22,24,20,2,1,assistant,asst_gen,0.0003962161693620998,0.10499728488095644,265,1537,0.10500136750726681
ea871dd1-e45,22,24,21,1,0,user,user_msg,0.0011216466246600652,0.053839037983683134,48,1537,0.05384113141565374
ea871dd1-e45,22,24,22,0,0,assistant,asst_tool_call,0.003277604918313981,0.3015396524848863,92,1537,0.3015513772996779
59e8ec77-bff,2,12,0,2,1,assistant,asst_greeting,0.015109008661022895,0.13598107794920605,9,98,0.13597180965912958
59e8ec77-bff,2,12,1,1,0,user,user_msg,0.004774994945134192,0.23874974725670958,50,98,0.23873347439031795
59e8ec77-bff,2,12,2,0,0,assistant,asst_gen,0.016034290720867872,0.625337338113847,39,98,0.6252947159495525
59e8ec77-bff,4,12,0,4,2,assistant,asst_greeting,0.010316552318356655,0.09284897086520989,9,150,0.09285899592766605
59e8ec77-bff,4,12,1,3,1,user,user_msg,0.0037894246860135663,0.1894712343006783,50,150,0.18949169183445397
59e8ec77-bff,4,12,2,2,1,assistant,asst_gen,0.007949638338018265,0.3100358951827123,39,150,0.3100693702894787
59e8ec77-bff,4,12,3,1,0,user,user_msg,0.001895947478438828,0.03223110713346008,17,150,0.03223458718131665
59e8ec77-bff,4,12,4,0,0,assistant,asst_gen,0.010722995213152552,0.3753048324603393,35,150,0.3753453547660844
59e8ec77-bff,6,12,0,6,3,assistant,asst_greeting,0.008749164050203508,0.07874247645183158,9,212,0.07873099847741928
59e8ec77-bff,6,12,1,5,2,user,user_msg,0.0021961466075178272,0.10980733037589137,50,212,0.1097913242025383
59e8ec77-bff,6,12,2,4,2,assistant,asst_gen,0.0052897883413715735,0.20630174531349135,39,212,0.2062716735369786
59e8ec77-bff,6,12,3,3,1,user,user_msg,0.0013226889203389305,0.022485711645761818,17,212,0.02248243399392075
59e8ec77-bff,6,12,4,2,1,assistant,asst_gen,0.0046254788601626864,0.16189176010569403,35,212,0.16186816179428973
59e8ec77-bff,6,12,5,1,0,user,user_msg,0.0013636601476415915,0.016363921771699097,12,212,0.01636153646857118
59e8ec77-bff,6,12,6,0,0,assistant,asst_gen,0.008091056831350823,0.4045528415675411,50,212,0.4044938715252822
59e8ec77-bff,8,12,0,8,4,assistant,asst_greeting,0.009061574513368585,0.08155417062031727,9,382,0.08156330991245832
59e8ec77-bff,8,12,1,7,3,user,user_msg,0.002187894604576286,0.1093947302288143,50,382,0.10940698944732695
59e8ec77-bff,8,12,2,6,3,assistant,asst_gen,0.0046763037178793754,0.18237584499729564,39,382,0.1823962827764334
59e8ec77-bff,8,12,3,5,2,user,user_msg,0.0007347609995015184,0.012490936991525814,17,382,0.012492336776741123
59e8ec77-bff,8,12,4,4,2,assistant,asst_gen,0.002419518540738777,0.0846831489258572,35,382,0.08469263886403658
59e8ec77-bff,8,12,5,3,1,user,user_msg,0.0006438990500707101,0.007726788600848522,12,382,0.0077276544962135065
59e8ec77-bff,8,12,6,2,1,assistant,asst_gen,0.0011576590217858515,0.057882951089292575,50,382,0.057889437688272954
59e8ec77-bff,8,12,7,1,0,user,user_msg,0.0008769314131129021,0.03595418793762899,41,382,0.03595821711019928
59e8ec77-bff,8,12,8,0,0,assistant,asst_gen,0.0033164743340785676,0.4278251890961352,129,382,0.4278731329273177
59e8ec77-bff,10,12,0,10,5,assistant,asst_greeting,0.008845224497943288,0.07960702048148958,9,486,0.07960080768179369
59e8ec77-bff,10,12,1,9,4,user,user_msg,0.002132261362833863,0.10661306814169316,50,486,0.1066047476991829
59e8ec77-bff,10,12,2,8,4,assistant,asst_gen,0.0037200000666556513,0.1450800025995704,39,486,0.14506868006808288
59e8ec77-bff,10,12,3,7,3,user,user_msg,0.0005468474039077467,0.009296405866431694,17,486,0.009295680343642492
59e8ec77-bff,10,12,4,6,3,assistant,asst_gen,0.0019075450870981773,0.0667640780484362,35,486,0.06675886755517459
59e8ec77-bff,10,12,5,5,2,user,user_msg,0.0004717898594511401,0.0056614783134136815,12,486,0.0056610364725995024
59e8ec77-bff,10,12,6,4,2,assistant,asst_gen,0.0009078855039479096,0.04539427519739548,50,486,0.04539073247544161
59e8ec77-bff,10,12,7,3,1,user,user_msg,0.0006161120381136236,0.025260593562658567,41,486,0.02525862214095411
59e8ec77-bff,10,12,8,2,1,assistant,asst_gen,0.001366871017640047,0.17632636127556606,129,486,0.17631260017312703
59e8ec77-bff,10,12,9,1,0,user,user_msg,0.0009072155251870802,0.03447418995710905,38,486,0.034471499475345176
59e8ec77-bff,10,12,10,0,0,assistant,asst_gen,0.004630311757738228,0.30560057601072305,66,486,0.305576725913656
4a3bb78f-10c,2,16,0,2,1,assistant,asst_greeting,0.014633073402499709,0.13169766062249738,9,136,0.1317034067879032
4a3bb78f-10c,2,16,1,1,0,user,user_msg,0.0029426684645203057,0.22364280330354325,76,136,0.22365256117269244
4a3bb78f-10c,2,16,2,0,0,assistant,asst_gen,0.01263952757813207,0.6446159064847355,51,136,0.6446440320384044
4a3bb78f-10c,4,16,0,4,2,assistant,asst_greeting,0.009832127166360064,0.08848914449724057,9,228,0.08850250279003335
4a3bb78f-10c,4,16,1,3,1,user,user_msg,0.0022314804517471905,0.1695925143327865,76,228,0.1696181159642046
4a3bb78f-10c,4,16,2,2,1,assistant,asst_gen,0.006280178056044118,0.32028908085825003,51,228,0.32033743159488265
4a3bb78f-10c,4,16,3,1,0,user,user_msg,0.0013383822615314447,0.024090880707566004,18,228,0.024094517459169334
4a3bb78f-10c,4,16,4,0,0,assistant,asst_gen,0.005370100577164447,0.3973874427101691,74,228,0.39744743219071
4a3bb78f-10c,6,16,0,6,3,assistant,asst_greeting,0.009218734814095552,0.08296861332685997,9,330,0.0829712959163983
4a3bb78f-10c,6,16,1,5,2,user,user_msg,0.0013572999884150193,0.10315479911954147,76,330,0.10315813438059805
4a3bb78f-10c,6,16,2,4,2,assistant,asst_gen,0.003864804951899119,0.19710505254685506,51,330,0.19711142546223492
4a3bb78f-10c,6,16,3,3,1,user,user_msg,0.0008661638717900065,0.015590949692220116,18,330,0.015591453787887864
4a3bb78f-10c,6,16,4,2,1,assistant,asst_gen,0.0022290074206474868,0.164946549127914,74,330,0.16495188227582783
4a3bb78f-10c,6,16,5,1,0,user,user_msg,0.0008054152201521882,0.0273841174851744,34,330,0.027385002884413184
4a3bb78f-10c,6,16,6,0,0,assistant,asst_gen,0.006012023340636184,0.4088175871632605,68,330,0.4088308052916399
4a3bb78f-10c,8,16,0,8,4,assistant,asst_greeting,0.009203780983591935,0.08283402885232742,9,384,0.0828330743138171
4a3bb78f-10c,8,16,1,7,3,user,user_msg,0.001415665158070193,0.10759055201333467,76,384,0.10758931219285672
4a3bb78f-10c,8,16,2,6,3,assistant,asst_gen,0.0032172311804161934,0.16407879020122587,51,384,0.1640768994381404
4a3bb78f-10c,8,16,3,5,2,user,user_msg,0.0007572323011117987,0.013630181420012377,18,384,0.013630024352521537
4a3bb78f-10c,8,16,4,4,2,assistant,asst_gen,0.00182192550230022,0.13482248717021628,74,384,0.13482093354234326
4a3bb78f-10c,8,16,5,3,1,user,user_msg,0.0007315747255002041,0.02487354066700694,34,384,0.024873254036587248
4a3bb78f-10c,8,16,6,2,1,assistant,asst_gen,0.002412411557498654,0.16404398590990849,68,384,0.16404209554789054
4a3bb78f-10c,8,16,7,1,0,user,user_msg,0.0011868274630075946,0.021362894334136705,18,384,0.021362648158674565
4a3bb78f-10c,8,16,8,0,0,assistant,asst_gen,0.007965973974183659,0.2867750630706117,36,384,0.2867717584161684
4a3bb78f-10c,10,16,0,10,5,assistant,asst_greeting,0.008848844902348463,0.07963960412113617,9,579,0.07963017482694099
4a3bb78f-10c,10,16,1,9,4,user,user_msg,0.001151121315743104,0.08748521999647589,76,579,0.08747486178480242
4a3bb78f-10c,10,16,2,8,4,assistant,asst_gen,0.0032686122269380124,0.16669922357383862,51,579,0.16667948645888767
4a3bb78f-10c,10,16,3,7,3,user,user_msg,0.0007266599947831342,0.013079879906096416,18,579,0.013078331254052833
4a3bb78f-10c,10,16,4,6,3,assistant,asst_gen,0.0014278743661954058,0.10566270309846003,74,579,0.10565019268076058
4a3bb78f-10c,10,16,5,5,2,user,user_msg,0.0006295728016414382,0.021405475255808902,34,579,0.021402940856927816
4a3bb78f-10c,10,16,6,4,2,assistant,asst_gen,0.0011402558007768107,0.07753739445282312,68,579,0.07752821405933055
4a3bb78f-10c,10,16,7,3,1,user,user_msg,0.0008624409172760488,0.015523936510968877,18,579,0.015522098483695327
4a3bb78f-10c,10,16,8,2,1,assistant,asst_gen,0.0014451324343364529,0.0520247676361123,36,579,0.05201860792644409
4a3bb78f-10c,10,16,9,1,0,user,user_msg,0.0007157536462210519,0.03292466772616839,46,579,0.03292076945995154
4a3bb78f-10c,10,16,10,0,0,assistant,asst_gen,0.002336480142970415,0.34813554130259183,149,579,0.3480943222072062
4a3bb78f-10c,12,16,0,12,6,assistant,asst_greeting,0.009328343008679373,0.08395508707811435,9,882,0.08395368982089832
4a3bb78f-10c,12,16,1,11,5,user,user_msg,0.0010738185897284972,0.08161021281936578,76,882,0.0816088545876882
4a3bb78f-10c,12,16,2,10,5,assistant,asst_gen,0.0027943320225436714,0.14251093314972724,51,882,0.1425085613526553
4a3bb78f-10c,12,16,3,9,4,user,user_msg,0.0004415855419210857,0.007948539754579542,18,882,0.007948407467723373
4a3bb78f-10c,12,16,4,8,4,assistant,asst_gen,0.0008835179561360704,0.06538032875406921,74,882,0.06537924063494127
4a3bb78f-10c,12,16,5,7,3,user,user_msg,0.0002574558615842583,0.008753499293864781,34,882,0.008753353610136974
4a3bb78f-10c,12,16,6,6,3,assistant,asst_gen,0.0007630339381131645,0.05188630779169519,68,882,0.05188544425238509
4a3bb78f-10c,12,16,7,5,2,user,user_msg,0.0005390128668565281,0.009702231603417507,18,882,0.009702070130020345
4a3bb78f-10c,12,16,8,4,2,assistant,asst_gen,0.0009935829009022098,0.035768984432479556,36,882,0.03576838913238104
4a3bb78f-10c,12,16,9,3,1,user,user_msg,0.0003903529185320793,0.017956234252475646,46,882,0.017955935408429918
4a3bb78f-10c,12,16,10,2,1,assistant,asst_gen,0.0006432551081010035,0.09584501110704953,149,882,0.09584341596686148
4a3bb78f-10c,12,16,11,1,0,user,user_msg,0.00040456318485877665,0.023869227906667824,59,882,0.023868830653182724
4a3bb78f-10c,12,16,12,0,0,assistant,asst_gen,0.0015361887100227654,0.37483004524555474,244,882,0.37482380698169565
4a3bb78f-10c,14,16,0,14,7,assistant,asst_greeting,0.009842163212683604,0.08857946891415244,9,970,0.08859863000864242
4a3bb78f-10c,14,16,1,13,6,user,user_msg,0.0010169015389794225,0.07728451696243611,76,970,0.07730123478599367
4a3bb78f-10c,14,16,2,12,6,assistant,asst_gen,0.002216214175836154,0.11302692296764386,51,970,0.11305137242051869
4a3bb78f-10c,14,16,3,11,5,user,user_msg,0.0004390191739663284,0.007902345131393911,18,970,0.007904054529560452
4a3bb78f-10c,14,16,4,10,5,assistant,asst_gen,0.0007254610596643599,0.05368411841516263,74,970,0.05369573111140222
4a3bb78f-10c,14,16,5,9,4,user,user_msg,0.00018672942569559844,0.006348800473650347,34,970,0.006350173816336467
4a3bb78f-10c,14,16,6,8,4,assistant,asst_gen,0.0005851178116005503,0.03978801118883742,68,970,0.03979661794445814
4a3bb78f-10c,14,16,7,7,3,user,user_msg,0.000405575967272819,0.007300367410910742,18,970,0.007301946592085418
4a3bb78f-10c,14,16,8,6,3,assistant,asst_gen,0.0007405038122475053,0.02665813724091019,36,970,0.02666390380389438
4a3bb78f-10c,14,16,9,5,2,user,user_msg,0.00021563684862175634,0.009919295036600792,46,970,0.009921440731893393
4a3bb78f-10c,14,16,10,4,2,assistant,asst_gen,0.0003768883545036241,0.056156364821039986,149,970,0.056168512302005265
4a3bb78f-10c,14,16,11,3,1,user,user_msg,0.00026552410737703196,0.015665922335244886,59,970,0.015669311113951936
4a3bb78f-10c,14,16,12,2,1,assistant,asst_gen,0.0006056370303746648,0.14777543541141822,244,970,0.1478074014992253
4a3bb78f-10c,14,16,13,1,0,user,user_msg,0.0008491709981251768,0.03141932693063154,37,970,0.03142612341179709
4a3bb78f-10c,14,16,14,0,0,assistant,asst_gen,0.006240680357648054,0.3182746982400507,51,970,0.31834354592723496
26282b61-302,2,12,0,2,1,assistant,asst_greeting,0.015348679972467598,0.13813811975220838,9,116,0.13814138172906854
26282b61-302,2,12,1,1,0,user,user_msg,0.0032515843716100787,0.2438688278707559,75,116,0.24387458655977567
26282b61-302,2,12,2,0,0,assistant,asst_gen,0.01931154497045403,0.617969439054529,32,116,0.6179840317101558
26282b61-302,4,12,0,4,2,assistant,asst_greeting,0.009797780170898747,0.08818002153808872,9,192,0.08818328546269352
26282b61-302,4,12,1,3,1,user,user_msg,0.002050904440362097,0.1538178330271573,75,192,0.1538235264915171
26282b61-302,4,12,2,2,1,assistant,asst_gen,0.009182595538201593,0.29384305722245097,32,192,0.29385393362696627
26282b61-302,4,12,3,1,0,user,user_msg,0.00229042693264965,0.03893725785504405,17,192,0.03893869909163869
26282b61-302,4,12,4,0,0,assistant,asst_gen,0.007206522328714152,0.425184817394135,59,192,0.4252005553261844
26282b61-302,6,12,0,6,3,assistant,asst_greeting,0.008176701333097837,0.07359031199788053,9,241,0.07358287002208559
26282b61-302,6,12,1,5,2,user,user_msg,0.0014198044315182619,0.10648533236386964,75,241,0.10647456380963398
26282b61-302,6,12,2,4,2,assistant,asst_gen,0.0063257124558807245,0.20242279858818318,32,241,0.20240232815496254
26282b61-302,6,12,3,3,1,user,user_msg,0.0019258174151593052,0.03273889605770819,17,241,0.03273558526766803
26282b61-302,6,12,4,2,1,assistant,asst_gen,0.0024764343410948885,0.1461096261245984,59,241,0.14609485047993123
26282b61-302,6,12,5,1,0,user,user_msg,0.0015849395920388186,0.02060421469650464,13,241,0.020602131051757358
26282b61-302,6,12,6,0,0,assistant,asst_gen,0.011615276597526474,0.4181499575109531,36,241,0.4181076712129612
26282b61-302,8,12,0,8,4,assistant,asst_greeting,0.008806011497250034,0.0792541034752503,9,353,0.07925299503732547
26282b61-302,8,12,1,7,3,user,user_msg,0.0017113485178480107,0.1283511388386008,75,353,0.12834934373571344
26282b61-302,8,12,2,6,3,assistant,asst_gen,0.0063699032804341495,0.20383690497389279,32,353,0.20383405413657274
26282b61-302,8,12,3,5,2,user,user_msg,0.0008659792200013923,0.014721646740023669,17,353,0.01472144084492364
26282b61-302,8,12,4,4,2,assistant,asst_gen,0.0018024552511972508,0.1063448598206378,59,353,0.10634337249480143
26282b61-302,8,12,5,3,1,user,user_msg,0.0005928908280437986,0.007707580764569381,13,353,0.007707472967314052
26282b61-302,8,12,6,2,1,assistant,asst_gen,0.002328327244766923,0.08381978081160923,36,353,0.08381860851869531
26282b61-302,8,12,7,1,0,user,user_msg,0.0010738465818922987,0.015033852146492183,14,353,0.0150336418849266
26282b61-302,8,12,8,0,0,assistant,asst_gen,0.003683103249977339,0.3609441184977792,98,353,0.36093907037872736
26282b61-302,10,12,0,10,5,assistant,asst_greeting,0.008762493839539174,0.07886244455585256,9,543,0.07886830656183133
26282b61-302,10,12,1,9,4,user,user_msg,0.0012637844585090838,0.09478383438818128,75,543,0.09479087986346425
26282b61-302,10,12,2,8,4,assistant,asst_gen,0.004503681434262793,0.14411780589640938,32,543,0.14412851846618285
26282b61-302,10,12,3,7,3,user,user_msg,0.0007027351113684548,0.011946496893263733,17,543,0.011947384900687393
26282b61-302,10,12,4,6,3,assistant,asst_gen,0.0011078143849880364,0.06536104871429414,59,543,0.0653659071340464
26282b61-302,10,12,5,5,2,user,user_msg,0.000397129279194931,0.005162680629534103,13,543,0.005163064382090687
26282b61-302,10,12,6,4,2,assistant,asst_gen,0.0016310531526263123,0.05871791349454725,36,543,0.058722278116540697
26282b61-302,10,12,7,3,1,user,user_msg,0.0007110611023519941,0.009954855432927918,14,543,0.009955595397589096
26282b61-302,10,12,8,2,1,assistant,asst_gen,0.001138318611384319,0.11155522391566326,98,543,0.11156351604245744
26282b61-302,10,12,9,1,0,user,user_msg,0.000398841928286332,0.02432935762546625,61,543,0.024331166076125663
26282b61-302,10,12,10,0,0,assistant,asst_gen,0.003063054356145965,0.3951340119428295,129,543,0.39516338305798404
